id,message,from_id,year,month,day,hour,minute,second,reply
420936,‏استعمل هذا الرابط للانضمام إلى مجموعتي في واتساب ,5487957075,2023,3,12,12,55,14,"Zahwa  أرسل رابط  بدون إذن 
العقوبة مكتوم  حتى 13032023 0155"
420937,"Zahwa  أرسل رابط  بدون إذن 
العقوبة مكتوم  حتى 13032023 0155",5811611567,2023,3,12,12,55,15,
420938,زعتره من جهة يتما وقبلان افضل لانها سالكه ومافي ازمه حاليا,1557932670,2023,3,12,12,55,23,0
420940,الله يسهل امرك,1827882971,2023,3,12,12,55,51,
420941,شو وضع حوارة ؟,874826730,2023,3,12,12,55,56,
420942,0,1841730269,2023,3,12,12,56,8,
420943,المربعة شو وضعها,2030970153,2023,3,12,12,56,50,
420944,نزول زعتره ابيتا سالك لكن في جرافه بتتمشى على اقل من مهلها,1557932670,2023,3,12,12,56,58,
420945,صرة سالكة ترويحة اكيد ؟,2104689968,2023,3,12,12,56,59,حاليا اه وبتغير الوضع باي لحظه
420946,حاليا اه وبتغير الوضع باي لحظه,1827882971,2023,3,12,12,57,24,
420947,دوار مخماس بدايه ازمه,5198203924,2023,3,12,12,57,26,
420948,بوابه النبي صالح شباب شو وضعها,5123593438,2023,3,12,12,57,58,
420949,رادار ع بيتيبا,5403676950,2023,3,12,12,57,59,
420950,حواره يا اخوان ؟,874826730,2023,3,12,12,58,0,حركه سير ماشيه
420951,شباب شو وضع شافي شامرون ؟؟؟,5127523265,2023,3,12,12,58,3,تفتيش عشوائي للي طالع حاليا سالك
420952,حركه سير ماشيه,1827882971,2023,3,12,12,58,7,
420953,للداخل ولا الخارج,742725843,2023,3,12,12,58,22,من جبع لحزما
420954,تفتيش عشوائي للي طالع حاليا سالك,1827882971,2023,3,12,12,58,25,للي طالع من نابلس سالك؟
420955,للي طالع من نابلس سالك؟,5127523265,2023,3,12,12,58,47,للجهتين سالك
420956,لمربعة؟,5056777935,2023,3,12,12,59,4,
420957,للجهتين سالك,1827882971,2023,3,12,12,59,5,
420958,دير شرف سالك,5661227740,2023,3,12,12,59,5,
420959,من جبع لحزما,5198203924,2023,3,12,12,59,21,
420960,لمربعة؟,5056777935,2023,3,12,12,59,33,
420961,شو وضع حومش ؟,1075000988,2023,3,12,12,59,34,
420962,بوابه النبي صالح شباب شو وضعها,5123593438,2023,3,12,12,59,37,
420963,هذول الجيش بتهبلوا على دوار بيتا تفتيش على المزاج,1557932670,2023,3,12,13,0,0,
420964,حاجز صرة شو وضعه شباب ؟,5423718777,2023,3,12,13,0,1,
420965,بوابه النبي صالح شباب شو وضعها,5123593438,2023,3,12,13,3,5,
420966,من دوار بيتا لدوار تساهر كل حواره سالكه وما في اي ازمه لكن تواجد مكثف للجيش على طول الشارع لكن ما بحكوا مع حدا,1557932670,2023,3,12,13,3,57,
420967,شووضع صره؟,5166878575,2023,3,12,13,3,59,
420968,فاتحه حوارة؟,1612692548,2023,3,12,13,4,4,فاتحة
420969,من جبع سالكه ولا لا,5450915467,2023,3,12,13,4,11,باي اتجاه
420970,صره فاتحه؟؟,5166878575,2023,3,12,13,4,34,وصرة حاليا سالكة
420971,فاتحة,1278989564,2023,3,12,13,4,46,
420972,وصرة حاليا سالكة,1278989564,2023,3,12,13,4,52,
420973,زعترة سالك,5687070374,2023,3,12,13,5,0,
420974,شو وع حاجز الكونتينر,5910250324,2023,3,12,13,5,8,
420975,فاضي صره سالك,1136565092,2023,3,12,13,5,19,
420976,شو وضع حاجز الكونتينر,5910250324,2023,3,12,13,5,29,تدقيق كامل للعمومي
420977,تدقيق كامل للعمومي,5198203924,2023,3,12,13,5,44,
420978,باي اتجاه,5198203924,2023,3,12,13,5,53,لرايح ع نابلس
420979,شباب وضع يتسهار كيف وحاجز حواره ؟؟,1898550155,2023,3,12,13,6,39,؟؟
420980,بوابة تل مأدما مغلقه تماما,1557932670,2023,3,12,13,7,1,
420981,شرطه ع دوار جبع باتجاه مخماس,5527423379,2023,3,12,13,7,18,
420982,حوارة سالك بالاتجاهين,5981995563,2023,3,12,13,8,23,
420983,صره سالك بالاتجاهين,2130716031,2023,3,12,13,8,37,كانو يحكو مسكرين
420984,كانو يحكو مسكرين,5166878575,2023,3,12,13,9,39,سالك
420985,سالك,2130716031,2023,3,12,13,9,47,
420986,هيني عالحاجز,2130716031,2023,3,12,13,9,51,
420987,؟؟,1898550155,2023,3,12,13,10,21,سالكات
420988,سالكات,1278989564,2023,3,12,13,10,28,
420989,زعترة في تفتيش,5981995563,2023,3,12,13,10,35,
420990,كيف الوضع من نابلس لطولكرم؟,6157615501,2023,3,12,13,10,51,
420991,شو وضع زعترة?,1501557480,2023,3,12,13,11,31,سالك بس في تفتيش عالمزاج
420992,حاجز جيت صره لنابلس سالك بالاتجاهين وفاضي حاليا,1557932670,2023,3,12,13,13,19,
420993,شارع تساهر سالك تمام وبالاتجاهين,1557932670,2023,3,12,13,13,52,
420994,سالك بس في تفتيش عالمزاج,5981995563,2023,3,12,13,14,51,
420995,لرايح ع نابلس,5450915467,2023,3,12,13,15,12,اه
420996,كيف المربعه,5732798059,2023,3,12,13,15,43,
420997,شباب,5732798059,2023,3,12,13,15,55,
420998,في ازمه عحوارة️️,5403676950,2023,3,12,13,16,57,؟
420999,؟,5403676950,2023,3,12,13,17,43,
421000,شباب شوفي على عوفرا سلواد ؟؟,2072456369,2023,3,12,13,17,48,
421001,اه,5198203924,2023,3,12,13,17,50,
421002,عناب شو وضعه؟,1961679212,2023,3,12,13,17,51,سالك لهاي اللحظة
421003,دير شرف؟,1961679212,2023,3,12,13,17,55,
421004,كيف طلعه من نابلس عادي,5749456422,2023,3,12,13,17,59,
421005,سالك لهاي اللحظة,1278989564,2023,3,12,13,18,2,
421006,كيف طلوع زعترة الان,1330097208,2023,3,12,13,18,24,
421007,,5637877550,2023,3,12,13,19,32,
421008,مسا الخير شباب تسهار شو وضعو وحواره,5370297904,2023,3,12,13,20,0,حوارة سالك بالاتجاهين
421009,صره؟؟,5166878575,2023,3,12,13,21,26,
421010,شو وضع شافي شومرون,1771150493,2023,3,12,13,21,31,
421011,شو وضع دير شرف,1981112437,2023,3,12,13,21,58,
421012,؟,1981112437,2023,3,12,13,22,0,
421013,حاجز عناب سالك بالاتجاهين,1557932670,2023,3,12,13,22,10,
421014,حاجز ع صرة عالخارج  من نابلس,874537059,2023,3,12,13,22,24,صوره اغلبك
421015,حوارة سالك بالاتجاهين,5981995563,2023,3,12,13,22,34,
421016,اغلاق بوابه عين يبرود,1507939991,2023,3,12,13,22,43,
421017,صوره اغلبك,1827882971,2023,3,12,13,22,59,مشيت والله يخوي كنت تاني سيارة علحاجز عسريع مشينا
421018,كيف وضع طرق جنين,5997465829,2023,3,12,13,23,22,
421019,للداخل والخارج,5997465829,2023,3,12,13,23,28,
421020,مشيت والله يخوي كنت تاني سيارة علحاجز عسريع مشينا,874537059,2023,3,12,13,23,40,مسهله
421021,مسهله,1827882971,2023,3,12,13,23,48,
421022,فاتحة صرة للخارج من نابلس؟؟,734585858,2023,3,12,13,24,4,
421023,شرطة على سلواد,2072456369,2023,3,12,13,24,24,
421024,طريق نابلس رام الله سالكه,1177969812,2023,3,12,13,24,26,
421025,؟,1177969812,2023,3,12,13,24,42,
421026,هلا هلا سكرو صره,5166878575,2023,3,12,13,26,44,
421027,شو وضع طريق طولكرم نابلس,5121627024,2023,3,12,13,27,12,
421028,,6174669099,2023,3,12,13,27,17,
421029,دير شرف سالكه ؟,1289059383,2023,3,12,13,27,17,سالكة
421030,بوابه النبي صالح شباب شو وضعها,5123593438,2023,3,12,13,27,24,
421031,دوار دير شرف سالك,6174669099,2023,3,12,13,27,28,
421032,تسلم,1289059383,2023,3,12,13,27,38,
421033,سالكة,6174669099,2023,3,12,13,27,41,
421034,️حاجز صره تفتيش وبمشو السيارات اصبرو بلا ماتلفو ازا وصلتو,1827882971,2023,3,12,13,28,16,
421035,صرة تفتيش ع الطالع,5579254645,2023,3,12,13,28,31,
421037,حاجز زعترة بلشت الازمه,5198203924,2023,3,12,13,29,56,
421038,,6174669099,2023,3,12,13,30,36,
421039,,5198203924,2023,3,12,13,30,52,
421040,شرطة باب نادي المدينة,6174669099,2023,3,12,13,31,6,
421041,,1831940574,2023,3,12,13,31,6,
421042,تفتيش على الطالع,1831940574,2023,3,12,13,31,12,
421043,طريق Dco كيف لو سمحتو ؟,5716230268,2023,3,12,13,31,20,من نص ساعه مرقت عنو كلشي تمام
421044,ازمة كتير و الجلزون ازمة,5779946104,2023,3,12,13,31,39,
421045,للخارج,5779946104,2023,3,12,13,31,45,
421047,"Yzndw  أرسل رابط  بدون إذن 
العقوبة مكتوم  حتى 13032023 0232",5811611567,2023,3,12,13,32,14,
421048,من نص ساعه مرقت عنو كلشي تمام,5096879263,2023,3,12,13,32,43,
421049,طريق طولكرم حواره كيف,5200301939,2023,3,12,13,32,45,
421050,كيف طريق من نابلس لقلقيليه,5081329656,2023,3,12,13,33,4,
421051,زعترة ازمه لركب,5198203924,2023,3,12,13,33,8,
421052,4المربعة شباب فاتحة؟,5515805786,2023,3,12,13,33,14,
421053,بوابه النبي صالح شباب شو وضعها,5123593438,2023,3,12,13,33,44,
421054,شباب شو وضع الحمره,5640136471,2023,3,12,13,33,46,
421055,صرة,1079951636,2023,3,12,13,34,9,
421056,بوابة تل مادما مغلقة,1079951636,2023,3,12,13,34,13,
421057,صرة سالك بس شوية ازمه,1816855665,2023,3,12,13,34,45,
421058,عناب سالك تماما,6174669099,2023,3,12,13,35,4,
421059,في تفتيش عند صره؟,5081329656,2023,3,12,13,35,9,تفتيش سريع للطالع من نابلس اه
421060,لا عادي,1816855665,2023,3,12,13,35,23,
421061,اوك,5081329656,2023,3,12,13,35,37,
421062,تفتيش سريع للطالع من نابلس اه,1278989564,2023,3,12,13,35,42,
421063,من طولكرم ل حواره كيف,5200301939,2023,3,12,13,35,49,منيحة
421064,منيحة,1278989564,2023,3,12,13,35,54,
421065,الازمه كتير,5081329656,2023,3,12,13,35,59,متوسطة لهسه
421066,؟,5081329656,2023,3,12,13,36,1,
421067,الفندق ازمه كبيره,1898550155,2023,3,12,13,36,11,
421068,جد,5081329656,2023,3,12,13,36,26,
421069,متوسطة لهسه,1278989564,2023,3,12,13,36,36,
421070,,1128383697,2023,3,12,13,36,40,
421071,يتسهار كيف,1128383697,2023,3,12,13,36,48,سالك
421072,؟؟,1128383697,2023,3,12,13,36,48,
421073,حومش السيلة مسكرة,5450050090,2023,3,12,13,36,54,
421074,سالك,1278989564,2023,3,12,13,37,7,
421075,للي رايح عدير شرف كيف ؟,1128383697,2023,3,12,13,37,21,
421076,زعترة ازمة شديدة للداخل على نابلس,1930712809,2023,3,12,13,37,36,
421077,,1128383697,2023,3,12,13,37,54,منيحة توكل على الله
421078,,5687075166,2023,3,12,13,38,10,حركة سير قوية
421079,بوابه النبي صالح شباب شو وضعها,5123593438,2023,3,12,13,38,31,
421080,منيحة توكل على الله,1278989564,2023,3,12,13,38,38,شكرا
421081,حركة سير قوية,1278989564,2023,3,12,13,38,44,
421082,شكرا,1128383697,2023,3,12,13,38,50,
421083,,1128383697,2023,3,12,13,38,57,
421084,تفتيش على حومش وازمة,1278989564,2023,3,12,13,39,27,
421085,صرة شو الوضع؟,5219026117,2023,3,12,13,39,47,حاجز للخارج
421086,حاجز للخارج,1278989564,2023,3,12,13,39,57,
421087,حومش,1079951636,2023,3,12,13,40,53,
421088,"زعترة ازمة ولا سالك 
ومين افضل هي ولا قبلان ؟",5707729447,2023,3,12,13,40,58,
421089,حومش للداخل ع سيلة,1079951636,2023,3,12,13,41,7,
421090,شو وضع العيزرية و واد النار,5610927067,2023,3,12,13,41,25,
421091,ازمه على زعتره,5314907401,2023,3,12,13,41,32,
421092,بوابه النبي صالح شباب شو وضعها,5123593438,2023,3,12,13,41,52,
421093,مع سرطه,5314907401,2023,3,12,13,41,57,
421094,"حاليا حومش 
السير لل فايت ع جنين واقف 
ال مروح من جنين سلك 
وبدققوا بالسيارات ال فيها شباب",1079951636,2023,3,12,13,42,35,
421095,صره ازمه كتير ولا خفيف؟,5081329656,2023,3,12,13,42,58,"ازمة متوسطة 
وبمشي مش تفتيش دقيق"
421096,صرة حاجز ع الي طالع,5899342183,2023,3,12,13,43,35,
421097,"ازمة متوسطة 
وبمشي مش تفتيش دقيق",1079951636,2023,3,12,13,43,51,
421098,كيف نزول زعترة,401830136,2023,3,12,13,44,27,
421099,كيف زعتره,921333072,2023,3,12,13,44,49,
421100,سالك,1981534670,2023,3,12,13,45,39,دغري ولا قبلان
421101,دغري ولا قبلان,921333072,2023,3,12,13,45,58,
421102,دغري,1981534670,2023,3,12,13,46,10,
421103,يسلمو,921333072,2023,3,12,13,46,19,
421104,مافي ازمة,1981534670,2023,3,12,13,46,21,
421105,زعترة؟,5360411796,2023,3,12,13,46,24,
421106,سالك,1981534670,2023,3,12,13,46,44,
421107,إشارات بيت ايل سالكة ؟,5831833878,2023,3,12,13,46,55,ازمة ماشية للداخل ع رام الله
421108,ما بعرف,1981534670,2023,3,12,13,47,30,
421109,ازمة ماشية للداخل ع رام الله,1278989564,2023,3,12,13,48,11,
421110,في مشاكل على حاجز ١٧ ؟,5989326951,2023,3,12,13,48,38,
421111,مشكور,5831833878,2023,3,12,13,50,7,
421112,دير شرف شو وضعها,5641005774,2023,3,12,13,50,35,
421113,عوفرا سالكة شباب؟,5010557010,2023,3,12,13,51,10,
421114,طريق بزاريا؟,5001555884,2023,3,12,13,51,12,
421115,شباب شو وضع طريق نابلس رام الله,5714257808,2023,3,12,13,51,31,سالكة مع ازمات معتادة وحركة سير قوية
421116,مخصوم حوارة كيف,1751474320,2023,3,12,13,51,46,سالك بالوقت الحالي
421117,حاجز في طريق نابلس جنين عند حومش واحتجاز مئات المركبات,1555392613,2023,3,12,13,51,55,
421118,سالكة مع ازمات معتادة وحركة سير قوية,1278989564,2023,3,12,13,51,56,
421119,سالك بالوقت الحالي,1278989564,2023,3,12,13,52,6,
421120,شكرا اختي,5714257808,2023,3,12,13,52,8,
421121,صرة سالك,6142354798,2023,3,12,13,53,9,
421122,حومش مسكرة حاليا,6139540350,2023,3,12,13,53,18,
421123,الجلزون ازمه طيرة ريحان سردا جفنه اسلك,1688669181,2023,3,12,13,53,20,
421124,شو وضع يتسهار يخوان؟,926921802,2023,3,12,13,53,43,
421125,شو وضع بيت فوريك,1012497676,2023,3,12,13,53,58,
421126,طريق لعبيدية دار صلاح فل ازمة,1018320076,2023,3,12,13,54,2,
421127,للي جاي من رام الله ع زعترة ازمة,5238739113,2023,3,12,13,54,6,
421128,حومش حد مشي حاليا؟؟,5250391758,2023,3,12,13,54,12,حومش حاليا
421129,كيف طريق عصيره,5532681822,2023,3,12,13,54,15,
421130,لزعترة دغري ولا قبلان,5632745632,2023,3,12,13,54,51,قبلان
421131,حومش حاليا,1683831658,2023,3,12,13,54,53,
421132,ال ١٧ سالك فش اشي عليه,5066796429,2023,3,12,13,54,53,
421133,صرة فاتحة ؟,5686401741,2023,3,12,13,55,0,
421134,,1683831658,2023,3,12,13,55,17,
421135,تل مغلق,5198203924,2023,3,12,13,55,25,البوابه ولا المربعه؟؟
421136,كيف طريق الفندق ل نابلس يجماعه ؟؟,5294414805,2023,3,12,13,55,26,"الفندق ازمة
وصرة سالكة"
421137,قبلان,1278989564,2023,3,12,13,55,34,شكرا الك
421138,جبع فاتحة شباب جنين نابلس ؟؟,5250391758,2023,3,12,13,55,36,فاتحة
421139,قبلان سالكه,806775313,2023,3,12,13,55,37,
421140,"الفندق ازمة
وصرة سالكة",1278989564,2023,3,12,13,55,48,
421141,البوابه ولا المربعه مغلق؟؟؟,2013434888,2023,3,12,13,55,49,
421142,جماعة شو وضع صرة ؟,5785569370,2023,3,12,13,55,50,
421143,شكرا الك,5632745632,2023,3,12,13,55,52,
421144,فاتحة,1278989564,2023,3,12,13,55,55,
421145,فاتح حومش للطالع من جنين؟,1059932323,2023,3,12,13,56,12,للطالع من جنين اه
421146,فاتح,1683831658,2023,3,12,13,56,23,
421147,البوابه ولا المربعه؟؟,2013434888,2023,3,12,13,56,29,المربعه
421148,هي في حركة بس ازمه حومش,1683831658,2023,3,12,13,56,29,
421149,دير شرف سالك تمام,1018320076,2023,3,12,13,56,36,
421150,للطالع من جنين اه,1278989564,2023,3,12,13,56,36,
421151,المربعه,5732798059,2023,3,12,13,56,45,
421152,فاتحه ولا,5732798059,2023,3,12,13,56,53,فاتحة اه
421153,شباب,5732798059,2023,3,12,13,56,58,
421154,المربعه,5198203924,2023,3,12,13,56,58,البوابة الي ع يتسهار قصدك؟
421155,فاتحة اه,1278989564,2023,3,12,13,56,59,
421156,يتسهار سالك؟,926921802,2023,3,12,13,57,4,سالك
421157,البوابة الي ع يتسهار قصدك؟,1278989564,2023,3,12,13,57,19,اه
421158,الشي بحكي مسكره؟؟,2013434888,2023,3,12,13,57,23,لا قصده عن البوابة الي بتطلع ع يتسهار
421159,اه,5198203924,2023,3,12,13,57,24,
421160,اه,5198203924,2023,3,12,13,57,27,
421161,صره فاتحه؟,1937727538,2023,3,12,13,57,29,فاتحة
421162,آه,5732798059,2023,3,12,13,57,35,
421163,فاتحة,1018320076,2023,3,12,13,57,36,
421164,من سنه مسكره,2013434888,2023,3,12,13,57,37,
421165,لا قصده عن البوابة الي بتطلع ع يتسهار,1278989564,2023,3,12,13,57,40,
421166,بين جبع و حزما ازمه,5983272654,2023,3,12,13,57,43,
421167,بوابة مادما مغلقة,1018320076,2023,3,12,13,57,46,
421168,أزمة جبع حزما,1018320076,2023,3,12,13,58,18,
421169,"اشارة منقولة يرجى الانتباه 

شبابنا مقاومينا انتبهو للكمائن الي من الجيش",5461718779,2023,3,12,13,58,26,"عزوز  أعاد توجيه منشور من قناة غير مصرح بها 
العقوبة مكتوم  حتى 13032023 0258"
421170,"عزوز  أعاد توجيه منشور من قناة غير مصرح بها 
العقوبة مكتوم  حتى 13032023 0258",5811611567,2023,3,12,13,58,26,
421171,يتسهار سالك,5198203924,2023,3,12,13,58,34,
421172,مين افضل زعترا ولا قبلان,2066917316,2023,3,12,13,59,4,جماعين
421173,كيف صره يا اخوان,5786242365,2023,3,12,13,59,17,صره سالك تماما
421174,يلا شوي هسا بوصل,5198203924,2023,3,12,13,59,29,
421175,عناب سالك,5121627024,2023,3,12,14,0,0,
421176,صره سالك تماما,5198203924,2023,3,12,14,0,9,
421177,صرة كيف,6168385185,2023,3,12,14,0,10,
421178,صرة سالك تمام,1018320076,2023,3,12,14,0,18,
421179,كيف حومش؟؟,1127389018,2023,3,12,14,0,23,حاجز وازمة
421180,جماعين,1874467103,2023,3,12,14,0,29,
421181,حاجز عند حومش واحتجاز عشرات المركبات,812988587,2023,3,12,14,1,0,
421182,نزول العين باتجاه عين سينيا ازمة بسبب شاحنات,1688669181,2023,3,12,14,1,3,
421183,"حومش سالكة عالجهتين 
بس واقفين",1086298554,2023,3,12,14,1,7,ومعتقلين شباب وحاجزين السيارة
421184,حاجز وازمة,1018320076,2023,3,12,14,1,8,هسا هسا مرقت سالك الاتجاهين
421185,كيف حواره شباب,5398354428,2023,3,12,14,1,20,
421186,كيف حاجز حوارة,5419599183,2023,3,12,14,1,25,
421187,ومعتقلين شباب وحاجزين السيارة,1086298554,2023,3,12,14,1,26,
421188,هسا هسا مرقت سالك الاتجاهين,1086298554,2023,3,12,14,1,46,
421189,الطالع من قلقيلية باتجاه الرمزونات ازمة ماشية,1278989564,2023,3,12,14,2,1,
421190,"عاجل 
الحديث عن حدث امني في كريات اربع جاري التحديث",8115912,2023,3,12,14,2,24,
421191,عطارة ازمة ماشية للخارج من رام الله,1765380048,2023,3,12,14,3,28,
421192,ز عترة؟,5643516675,2023,3,12,14,3,45,ازمة ماشية للي جاي من رام الله
421193,دوار عين سينيا سالك مع حركة سير قوية,1688669181,2023,3,12,14,3,56,
421194,ازمة ماشية للي جاي من رام الله,1278989564,2023,3,12,14,4,11,
421195,صرة فاضية,2136047265,2023,3,12,14,4,52,
421196,حوارة ؟,1249633117,2023,3,12,14,5,8,سالك
421197,"لو سمحتو رقم ملحمة العجوري نابلس شارع القدس 
للضروره",5765622999,2023,3,12,14,5,17,
421198,كيف زعتر,5396785432,2023,3,12,14,5,37,
421199,شو وضع صره,5657459481,2023,3,12,14,5,41,هي الصورة لفوق شوي سالك
421200,يتسهار سالك,5726191070,2023,3,12,14,5,56,
421201,سالك,5726191070,2023,3,12,14,5,56,
421202,سالك,5554290370,2023,3,12,14,6,1,
421203,هي الصورة لفوق شوي سالك,1018320076,2023,3,12,14,6,5,
421204,سالك,5726191070,2023,3,12,14,6,11,
421206,الازمة باتجاه رمزونات قلقيلية,1278989564,2023,3,12,14,6,43,
421207,كيف صرة,5924013627,2023,3,12,14,6,49,سالك والله
421209,زعترة؟,1940132706,2023,3,12,14,7,5,ازمة
421210,سالكة تمام,1018320076,2023,3,12,14,7,12,
421211,سالك والله,5198203924,2023,3,12,14,7,14,
421212,ازمة,5726191070,2023,3,12,14,7,14,
421213,يسعد مساكم بيت ايل شو وضعه شباب للي طالع من رام الله؟؟؟؟,5883677616,2023,3,12,14,7,26,ازمة
421214,ازمة,1688669181,2023,3,12,14,7,43,
421215,دير شرف,5872613250,2023,3,12,14,7,58,سالك
421216,سالكه,5872613250,2023,3,12,14,8,4,
421217,زعتره شو الوضع,868615740,2023,3,12,14,8,7,ازمة
421218,سالك,5726191070,2023,3,12,14,8,7,
421219,ازمة,5726191070,2023,3,12,14,8,13,
421220,إشارات عيون الحرامية سالك,1688669181,2023,3,12,14,8,31,
421221,حوارة في اشي عليها,1490373922,2023,3,12,14,8,48,حوارة سالك تماما
421222,حوارة سالك تماما,5726191070,2023,3,12,14,9,1,
421223,يتسهار كمان,1490373922,2023,3,12,14,9,4,
421224,حاجز حواره كيف الوضع,5550320060,2023,3,12,14,9,7,
421225,شباب شو وضع زعترة؟,1834867710,2023,3,12,14,9,10,ازمة
421226,ازمة,1018320076,2023,3,12,14,9,17,
421228,اللي سال عن عناب سالك  بلاتجاهين,5198203924,2023,3,12,14,9,21,
421229,,5618593537,2023,3,12,14,9,32,
421230,حوارة سالة تماما,5726191070,2023,3,12,14,9,43,
421231,كيف حاجز الكونتينر,5338001220,2023,3,12,14,9,43,
421232,يعطيكم العافية كيف الطريق من ابو ديس لرام الله,859209156,2023,3,12,14,10,12,
421233,حاجز شافي شمرون ماشي؟,1829783652,2023,3,12,14,10,17,سالك
421234,سالك,5726191070,2023,3,12,14,10,32,
421235,؟؟؟؟,859209156,2023,3,12,14,10,45,
421236,حومش سالك؟,408980390,2023,3,12,14,10,50,سالك مع وحود جيش
421237,متاكد,5747936983,2023,3,12,14,11,26,
421238,حومش,5747936983,2023,3,12,14,11,29,
421239,سالك,5747936983,2023,3,12,14,11,33,
421240,شو في ع رمزون حارس ازمه,1334500539,2023,3,12,14,11,34,
421241,حوارة سالك عالجهتين,5703407302,2023,3,12,14,11,46,
421242,سالك مع وحود جيش,1688669181,2023,3,12,14,11,53,
421243,دير شرف سالك,2136047265,2023,3,12,14,12,3,
421244,يعني,5747936983,2023,3,12,14,12,46,
421245,فش مخصوم,5747936983,2023,3,12,14,12,59,
421246,على حومش,5747936983,2023,3,12,14,13,2,في جيش السير ماشي ممكن باي وقت يتغير الوضع
421247,كيف حاجز صره حد يفيدنا,5522916483,2023,3,12,14,13,15,سالك تمام
421248,في جيش السير ماشي ممكن باي وقت يتغير الوضع,1018320076,2023,3,12,14,13,25,
421249,زعترة ولا قبلان ؟؟,564077127,2023,3,12,14,13,30,
421250,كيف صرة,712841338,2023,3,12,14,13,31,
421251,سالك تمام,1018320076,2023,3,12,14,13,32,
421252,"صره سالك
صره سالك
صره سالك",1557932670,2023,3,12,14,13,49,
421253,يتسهار سالك,5554290370,2023,3,12,14,14,2,
421254,عجاوي,5747936983,2023,3,12,14,14,8,
421255,حركة سير قوية ع دوار عزون,1278989564,2023,3,12,14,14,10,
421256,اكيد حومش سالكه,5747936983,2023,3,12,14,14,10,حومش سالكة ما في اشي
421257,بوابة عزون فاتحة,1278989564,2023,3,12,14,14,13,
421258,شو بنمزح معاك يعني,1557932670,2023,3,12,14,14,29,
421259,اه سالك مع وجود جيش,1557932670,2023,3,12,14,14,38,
421260,ههههه,5747936983,2023,3,12,14,14,46,
421261,حوارة سالك ؟,742931082,2023,3,12,14,14,57,سالك
421262,في اشي على الالتفافي من زواتا ,1531266139,2023,3,12,14,15,4,
421263,زعترة ؟؟,564077127,2023,3,12,14,15,15,أزمة ماشية
421264,سالك,1018320076,2023,3,12,14,15,17,
421265,حد بعرف اشي عن طريق العيزرية او حزما بإتجاه رام الله؟؟,859209156,2023,3,12,14,15,21,حزما وجبع ازمة
421266,أزمة ماشية,1018320076,2023,3,12,14,15,24,
421267,حزما وجبع ازمة,1018320076,2023,3,12,14,15,35,
421268,حاجز جيش على ترمسعيا للخارج,1688669181,2023,3,12,14,15,36,
421269,,5735071738,2023,3,12,14,15,57,
421270,ماشي عجاوي,5747936983,2023,3,12,14,16,16,
421271,عشان اميل عل عجه,5747936983,2023,3,12,14,16,17,
421272,ما في اشي,5735071738,2023,3,12,14,16,18,
421273,إشارات شيلو سالك,1688669181,2023,3,12,14,16,50,
421274,يوجد دورية شرطة مدني بعد الاشارات شيلو,1688669181,2023,3,12,14,17,24,هاي شغاله على الخط بتوصل زعتره وبترجع
421275,ازمة باتجاه كفر لاقف,1278989564,2023,3,12,14,17,38,
421276,هاي شغاله على الخط بتوصل زعتره وبترجع,1557932670,2023,3,12,14,17,54,في جرار بحمل بسيارة معطلة على السايد المقابل
421277,شباب زعترة ازمة ماشية,1834867710,2023,3,12,14,18,15,
421278,سيارتين شرطه عند حاجز شوفه,5198203924,2023,3,12,14,18,28,احسن اشي
421279,احسن اشي,1557932670,2023,3,12,14,18,42,
421280,حاجز صره سالك تماما للجهتين,1827882971,2023,3,12,14,18,42,كيف حاجز صره
421281,في جرار بحمل بسيارة معطلة على السايد المقابل,1688669181,2023,3,12,14,18,42,
421282,يا اخوان دير شرف سالك؟,1891525332,2023,3,12,14,18,52,
421283,مساء الورد ,1688669181,2023,3,12,14,19,1,
421284,اريحا لنابلس شو وضع الطريق؟؟,5637310153,2023,3,12,14,19,11,؟؟
421285,كيف حاجز صره,1557932670,2023,3,12,14,19,24,كيف حاجز صرة
421286,كيف حاجز صرة,5198203924,2023,3,12,14,19,47,بشمطك شفره هلا
421287,اسال صاحبك المختفي,1557932670,2023,3,12,14,20,4,
421288,بشمطك شفره هلا,1827882971,2023,3,12,14,20,5,هو وصاحبه
421289,شو وضع الي مروح من رام الله ع حواره,1898253610,2023,3,12,14,20,7,
421290,؟؟,5637310153,2023,3,12,14,20,8,حركه سير طبيعيه وفي شرطه اغلب الطريق
421291,هو وصاحبه,1557932670,2023,3,12,14,20,18,شكرا
421292,إشارات عيلي سالك,1688669181,2023,3,12,14,20,19,
421293,شكرا,5198203924,2023,3,12,14,20,44,
421294,حاجز صرة فاتح؟,1483426868,2023,3,12,14,20,45,لع والله سالك
421295,اه,1688669181,2023,3,12,14,20,56,
421296,لع والله سالك,1557932670,2023,3,12,14,21,3,
421297,شو وضع المربعة شباب؟,1086562991,2023,3,12,14,21,22,
421298,شرطة على اشارات شلو,1765380048,2023,3,12,14,21,29,دير بالك حاجز شوفه سيارتين شرطه ومدققين
421299,"ازمة الطالع من قلقيلية بتبلش من بعد كفر لاقف بشوي 
من عند الكرني شمرون ازمة مرتبة وبطيئة",1278989564,2023,3,12,14,21,36,
421300,حومش شو وضعها؟,5319094140,2023,3,12,14,21,39,
421301,زعتره او قبلان؟؟,2013434888,2023,3,12,14,21,47,دقايق وبفيدك
